n,budget,pool_cap,optimal_dynamic,optimal_static,optimal_static_nonoverlap,static_nonoverlap_greedy,exact_joint_greedy,marginal_product_greedy,adaptivity_gap,static_fraction_dynamic,static_nonoverlap_fraction_dynamic,static_greedy_fraction_dynamic,exact_joint_fraction_dynamic,marginal_product_fraction_dynamic,exact_minus_marginal,root_choices_differ,dynamic_states,exact_greedy_states,marginal_greedy_states,runtime_seconds,setting,instance,seed,utilities,health_probabilities
4,2,4,1.9349326560854272,1.9349326560854272,1.9349326560854272,1.9349326560854272,1.9349326560854272,1.9349326560854272,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004052920266985893,random_n4_b2_g4,164,20260830,"(0.4148613869571623, 0.17169889959857415, 1.4132695401544948, 1.7321335549142425)","(0.30959092153217405, 0.2617253319464164, 0.8515960198874503, 0.4222526251435061)"
4,2,4,0.9633185055804449,0.9633185055804447,0.9633185055804447,0.9383452213509837,0.952172915523067,0.952172915523067,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9740757765113071,0.9884300052445665,0.9884300052445665,0.0,0,162,7,7,0.0003927089273929596,random_n4_b2_g4,165,20260830,"(1.179080753088741, 0.5769527635122238, 0.19044076565904572, 0.423379238520751)","(0.5274976331020909, 0.49023536307753224, 0.907371272822916, 0.21012380193221936)"
4,2,4,0.8215649193232617,0.8215649193232617,0.8215649193232617,0.8215649193232617,0.8215649193232617,0.8215649193232617,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004059169441461563,random_n4_b2_g4,166,20260830,"(1.9123076795000984, 1.7510140253925464, 0.14286623359403747, 0.8607069509940566)","(0.1659468567439033, 0.2879608406734234, 0.4661310768609819, 0.30760640908875614)"
4,2,4,0.4239837801528617,0.42398378015286164,0.42398378015286164,0.42398378015286164,0.42398378015286176,0.42398378015286176,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.0004053749144077301,random_n4_b2_g4,167,20260830,"(0.6278616112222684, 0.3638793077766509, 0.13590958789074492, 0.3156689572356104)","(0.1403195314478275, 0.41934877542730975, 0.8076157245780037, 0.744145870332502)"
4,2,4,1.1302333324851972,1.1302333324851972,1.1302333324851972,1.1302333324851972,1.1302333324851972,1.1302333324851972,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0003822091966867447,random_n4_b2_g4,168,20260830,"(1.188371567401605, 0.41539619535913924, 0.8461163855098599, 0.11286705793114597)","(0.6488125228998547, 0.46887266589308463, 0.42453140471976025, 0.6271018382934259)"
4,2,4,0.47600336455396114,0.4561552572705486,0.4561552572705486,0.4561552572705486,0.47600336455396114,0.47600336455396114,1.0435117363377016,0.9583025903566644,0.9583025903566644,0.9583025903566644,1.0,1.0,0.0,0,162,7,7,0.00043008383363485336,random_n4_b2_g4,169,20260830,"(0.11323476108669563, 0.3649980256557575, 0.42253700372813363, 0.1377777711527143)","(0.595189609586458, 0.25196320998486493, 0.7731303650340496, 0.8407023033990397)"
4,2,4,0.9604965244554818,0.9604965244554818,0.9604965244554818,0.9604965244554818,0.9604965244554818,0.9604965244554818,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.00040120771154761314,random_n4_b2_g4,170,20260830,"(0.959155559738132, 0.9119764632145291, 0.9065979433294317, 0.13055508993776646)","(0.5662573193606854, 0.25330815638659065, 0.46036688194494396, 0.7695346396268063)"
4,2,4,1.4516076200863464,1.4516076200863464,1.4516076200863464,1.4516076200863464,1.4516076200863464,1.4516076200863464,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0005142907612025738,random_n4_b2_g4,171,20260830,"(0.41095390684592725, 1.5132046341410053, 0.5263184742601679, 0.4424882587007411)","(0.3557754130123995, 0.7659703162096272, 0.555818961883677, 0.08613670713735189)"
4,2,4,1.0592378718043303,1.0592378718043303,1.0592378718043303,0.8145947744045544,1.002165968518662,1.002165968518662,1.0,1.0,1.0,0.7690385663958133,0.9461198425728011,0.9461198425728011,0.0,0,162,7,7,0.0005049579776823521,random_n4_b2_g4,172,20260830,"(1.2749631596466207, 0.13266100402215827, 0.5421147998640891, 0.1555157953512998)","(0.4715067988367157, 0.303212960860866, 0.8449945913290905, 0.5827916777230354)"
4,2,4,1.3280267543458226,1.3280267543458224,1.3280267543458224,1.3280267543458224,1.3280267543458224,1.3280267543458224,1.0000000000000002,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0,0,162,7,7,0.00040358398109674454,random_n4_b2_g4,173,20260830,"(0.18470715064993765, 0.17284680343489503, 0.2225281406006159, 1.7876543058324879)","(0.3972438259171864, 0.0934917210486873, 0.05061947797679031, 0.7018431779868665)"
4,2,4,1.3921387054120837,1.392138705412084,1.3881877286993674,1.3881877286993674,1.3921387054120837,1.3921387054120837,0.9999999999999999,1.0000000000000002,0.9971619374582744,0.9971619374582744,1.0,1.0,0.0,0,162,7,7,0.00048566702753305435,random_n4_b2_g4,174,20260830,"(0.4452207166247003, 1.9838448693901418, 1.625174470068419, 0.14736249836819437)","(0.8856645444398439, 0.4823156389688742, 0.21570860682050408, 0.5269167068849101)"
4,2,4,0.9672401707881617,0.9672401707881617,0.9672401707881617,0.7910056737684079,0.8713290782460485,0.8713290782460485,1.0,1.0,1.0,0.817796549045158,0.9008404577903755,0.9008404577903755,0.0,0,162,7,7,0.0004227920435369015,random_n4_b2_g4,175,20260830,"(0.838028508257622, 0.8889382426160853, 0.5863202002424742, 1.832174068972194)","(0.5195769739217003, 0.5982641188238678, 0.22602281481896497, 0.13873571051520825)"
4,2,4,0.5236684274447007,0.5236684274447005,0.5236684274447005,0.5236684274447005,0.5236684274447007,0.5236684274447007,1.0000000000000002,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,0,162,7,7,0.0003993748687207699,random_n4_b2_g4,176,20260830,"(0.645641395098605, 0.4191866682663789, 1.0882418754154646, 0.447933736230552)","(0.45225353277950353, 0.13627575529729047, 0.2060161688087493, 0.5172078074588826)"
4,2,4,1.479840980530888,1.4798409805308883,1.4798409805308883,1.4798409805308883,1.479840980530888,1.479840980530888,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,162,7,7,0.00042783282697200775,random_n4_b2_g4,177,20260830,"(0.28065673794949736, 0.18464682748061995, 1.5771934964942664, 1.5245539963935633)","(0.6141247876640505, 0.5490556961288076, 0.4979709075587352, 0.4555066631478187)"
4,2,4,0.21218672784974268,0.21218672784974268,0.21218672784974268,0.21218672784974268,0.21218672784974268,0.21218672784974268,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.00038466695696115494,random_n4_b2_g4,178,20260830,"(0.3420351548607167, 0.10780652700495333, 0.18750561892658607, 0.18693879163826455)","(0.2743266449530999, 0.5576737487493475, 0.25791991865688085, 0.6331343554943667)"
4,2,4,0.43031316787295665,0.4303131678729567,0.4303131678729567,0.41584265280599675,0.41666938755576977,0.41666938755576977,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.9663721304684032,0.9682933701875119,0.9682933701875119,0.0,0,162,7,7,0.00041787512600421906,random_n4_b2_g4,179,20260830,"(0.4319442194746773, 0.2960215817058665, 0.24893924408938645, 0.1961265917239193)","(0.5433187087953275, 0.5149812480221083, 0.3018292600601616, 0.7718762900740953)"
4,2,4,0.46596912765018245,0.45127297896119456,0.45127297896119456,0.43472407765018395,0.46596912765018245,0.46596912765018245,1.0325659841695323,0.968461110796978,0.968461110796978,0.9329460941810396,1.0,1.0,0.0,0,162,7,7,0.0003939173184335232,random_n4_b2_g4,180,20260830,"(0.3741844152709079, 0.7099623061663966, 0.67326457058859, 0.2926711685821838)","(0.10048256821519888, 0.2634796861010662, 0.30580699874225736, 0.8384288840569476)"
4,2,4,0.5347824582094913,0.5347824582094913,0.5347824582094913,0.5347824582094913,0.5347824582094913,0.5347824582094913,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0003963750787079334,random_n4_b2_g4,181,20260830,"(1.4094786224595743, 0.11021261389333013, 0.24179163049970076, 0.1827978581656424)","(0.14222428126758196, 0.9388503826116875, 0.8561004537742749, 0.7777654077113129)"
4,2,4,0.92001986086182,0.9200198608618202,0.9200198608618202,0.8034861871920672,0.8689492955264024,0.8689492955264024,0.9999999999999998,1.0000000000000002,1.0000000000000002,0.8733356978178809,0.9444897142898876,0.9444897142898876,0.0,0,162,7,7,0.0004900828935205936,random_n4_b2_g4,182,20260830,"(0.1438927762069432, 1.2925809643438453, 0.24959421799429218, 0.17724527709760524)","(0.736333920523663, 0.5148435289782162, 0.8785284389493052, 0.37988623011129374)"
4,2,4,0.5111631077011447,0.5111631077011447,0.5111631077011447,0.5111631077011447,0.5111631077011448,0.5111631077011448,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.00040687480941414833,random_n4_b2_g4,183,20260830,"(0.4899501268075517, 0.21629581692157662, 0.1293785126136453, 0.8042451299111628)","(0.1840896515222155, 0.5023807523645555, 0.26044804167956065, 0.5004696174004027)"
4,2,4,0.39062137655398804,0.390621376553988,0.390621376553988,0.390621376553988,0.390621376553988,0.390621376553988,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0,0,162,7,7,0.000418749637901783,random_n4_b2_g4,184,20260830,"(0.11565733243314118, 0.17359796871498462, 1.3568576061908422, 0.4149103480032202)","(0.17080816132676402, 0.08155725467588588, 0.06621937444953942, 0.7249062745781326)"
4,2,4,1.251352537316988,1.2120664492015256,1.2120664492015254,1.1922008017528098,1.251352537316988,1.251352537316988,1.0324124870722582,0.968605099726976,0.9686050997269758,0.9527297593602161,1.0,1.0,0.0,0,162,7,7,0.0004009590484201908,random_n4_b2_g4,185,20260830,"(1.3401637308862242, 0.11557937665168963, 0.1404724300003792, 0.441350136988747)","(0.7896736352658325, 0.47397449893877003, 0.9100259444192951, 0.2904289750713614)"
4,2,4,1.8352740399004315,1.8352740399004317,1.8352740399004317,1.8352740399004317,1.8352740399004315,1.8352740399004315,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,162,7,7,0.0004121670499444008,random_n4_b2_g4,186,20260830,"(0.7645238351151595, 1.9484893050550431, 0.19231544991234156, 1.9068977631017787)","(0.13157401816895897, 0.5851941179830118, 0.7360351375692298, 0.36448181600405893)"
4,2,4,0.4025459122688346,0.4025459122688346,0.4025459122688346,0.4025459122688346,0.4025459122688346,0.4025459122688346,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004059169441461563,random_n4_b2_g4,187,20260830,"(0.31336138487273996, 0.2453030239678088, 0.5231269080142544, 0.17131987946682395)","(0.14156768946970208, 0.10471143169556021, 0.6421902352791172, 0.3887401761989936)"
4,2,4,1.6117917159986725,1.6042022680623518,1.6042022680623518,1.6042022680623518,1.604202268062352,1.604202268062352,1.0047309794328416,0.995291297342586,0.995291297342586,0.995291297342586,0.9952912973425861,0.9952912973425861,0.0,0,162,7,7,0.00040962500497698784,random_n4_b2_g4,188,20260830,"(0.22034555899521954, 1.8077427855644186, 0.4524603838056922, 0.26098929588563174)","(0.46026562305247376, 0.8202266412786122, 0.2684068685566065, 0.21287526613952606)"
4,2,4,2.474350124145274,2.3271586040060295,2.3271586040060295,2.1221195429533153,2.474350124145274,2.474350124145274,1.0632494578950764,0.9405130588824452,0.9405130588824452,0.8576472352256004,1.0,1.0,0.0,0,162,7,7,0.00041012512519955635,random_n4_b2_g4,189,20260830,"(0.6848059103362484, 0.7810454999597156, 0.8580932495476683, 1.8515488407964882)","(0.4010972039443254, 0.38034486640237936, 0.7351824717407227, 0.9161537899750137)"
4,2,4,1.298281830601237,1.298281830601237,1.298281830601237,1.1967724082957385,1.231922563386621,1.231922563386621,1.0,1.0,1.0,0.921812491007065,0.9488868551877641,0.9488868551877641,0.0,0,162,7,7,0.00040083378553390503,random_n4_b2_g4,190,20260830,"(0.15570730280956668, 0.16955732960369552, 1.5682025927622483, 0.2291923343769263)","(0.8635165017785653, 0.9225284080695052, 0.662650355642057, 0.2086677687296527)"
4,2,4,0.8898247529523011,0.8898247529523012,0.8898247529523012,0.8898247529523012,0.8898247529523011,0.8898247529523011,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,162,7,7,0.0004169587045907974,random_n4_b2_g4,191,20260830,"(1.322470311330018, 0.7490743841564154, 0.23094577294504093, 0.23660662136451133)","(0.5504069582476956, 0.07783702225953702, 0.7011511380154061, 0.07348655652031082)"
4,2,4,0.9624680434837938,0.9572552320889371,0.9040934295788874,0.9040934295788874,0.9624680434837938,0.9624680434837938,1.0054455815127603,0.9945839122346462,0.9393490367808879,0.9393490367808879,1.0,1.0,0.0,0,162,7,7,0.00040279189124703407,random_n4_b2_g4,192,20260830,"(1.012354816936124, 0.45893184015950556, 0.15861584827053452, 0.9204868339190309)","(0.30497270435561064, 0.9411795916625156, 0.5706635160555544, 0.45857020078349275)"
4,2,4,0.32715957566210363,0.32715957566210363,0.32715957566210363,0.32715957566210363,0.3271595756621037,0.3271595756621037,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.00040008313953876495,random_n4_b2_g4,193,20260830,"(0.5962341979418974, 0.17541053445236957, 0.4510513279023779, 0.3030783512102545)","(0.1667004295374751, 0.3407178113989115, 0.19591672142443856, 0.7515122008904178)"
4,2,4,0.9050183866969953,0.9050183866969954,0.9050183866969954,0.8702532360695592,0.8702532360695592,0.8702532360695592,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.9615862493641517,0.9615862493641517,0.9615862493641517,0.0,0,162,7,7,0.00048337504267692566,random_n4_b2_g4,194,20260830,"(0.4336681242078177, 0.7901109450603006, 0.10577708175545174, 1.0272415915792108)","(0.7456264790811457, 0.5038782379765325, 0.7926189533426843, 0.4334311698444985)"
4,2,4,1.5476244145128657,1.5476244145128657,1.5476244145128657,1.5476244145128657,1.5476244145128657,1.5476244145128657,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004103342071175575,random_n4_b2_g4,195,20260830,"(1.32614049211486, 0.2531472648421001, 1.9681759078704293, 0.15335839335566434)","(0.6074161348445061, 0.6092547995742398, 0.37705231507209425, 0.1609489031872815)"
4,2,4,1.4686541962279414,1.4120558223441417,1.4120558223441417,1.3050011732643452,1.4686541962279414,1.4686541962279414,1.0400822495741289,0.9614624231972607,0.9614624231972607,0.888569396809733,1.0,1.0,0.0,0,162,7,7,0.0004088329151272774,random_n4_b2_g4,196,20260830,"(0.6195069488777197, 0.5545026842770703, 0.16333649831812702, 1.3954696628069152)","(0.9492435176428734, 0.316668588816276, 0.3304757780187114, 0.5904770909385678)"
4,2,4,0.9644307501575144,0.9644307501575144,0.9644307501575144,0.9644307501575144,0.9644307501575144,0.9644307501575144,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004059579223394394,random_n4_b2_g4,197,20260830,"(0.17174471783357553, 1.7198303868293467, 0.7262973530698894, 0.5070228060651167)","(0.3283659494306055, 0.2923220124770709, 0.635671420815317, 0.29338078254013955)"
4,2,4,1.527759899848684,1.5277598998486843,1.5277598998486843,1.5277598998486843,1.5277598998486845,1.5277598998486845,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.00040954118594527245,random_n4_b2_g4,198,20260830,"(0.9176798803296017, 1.8501783181434674, 0.11041870836947995, 0.9526173516114196)","(0.6132116133462139, 0.5215864494967982, 0.5824940885762815, 0.18941425074369167)"
4,2,4,0.8224392582694081,0.8224392582694081,0.8224392582694081,0.8224392582694081,0.8224392582694082,0.8224392582694082,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.0004048747941851616,random_n4_b2_g4,199,20260830,"(0.4756710687355642, 0.862211793833446, 0.5403000755958286, 0.2517823264178757)","(0.5029443163743149, 0.6764036423025521, 0.20982704618320774, 0.4518571840876671)"
4,2,4,0.5218506485703848,0.5203958150776262,0.5098501917354111,0.5098501917354111,0.5218506485703848,0.5218506485703848,1.0027956287322208,0.9972121650193516,0.9770040396273358,0.9770040396273358,1.0,1.0,0.0,0,162,7,7,0.0004093749448657036,random_n4_b2_g4,200,20260830,"(0.5954057447376246, 0.20160999371053165, 0.12654204615740317, 0.13765769305115638)","(0.6455442241229609, 0.37221383237704764, 0.9329661730536907, 0.44654477636034207)"
4,2,4,1.1714431781122725,1.1714431781122723,1.1714431781122723,1.1714431781122723,1.1714431781122725,1.1714431781122725,1.0000000000000002,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,0,162,7,7,0.00040958262979984283,random_n4_b2_g4,201,20260830,"(0.12600313042047226, 1.867910172246986, 1.1702334877288363, 0.22399642449643653)","(0.8650400385430405, 0.2917257079123365, 0.5353852606053973, 0.21930012661578335)"
4,2,4,0.47137356674282105,0.46861954407102424,0.46518080774497905,0.46518080774497905,0.47137356674282105,0.47137356674282105,1.0058768839384544,0.9941574520378242,0.9868623116891475,0.9868623116891475,1.0,1.0,0.0,0,162,7,7,0.00040183356031775475,random_n4_b2_g4,202,20260830,"(0.2551652041038527, 0.17784464756646493, 0.30813378451449924, 0.2016921087187084)","(0.3713348702361556, 0.92373148928449, 0.8251678844477472, 0.15210838164092022)"
4,2,4,0.8756271660585117,0.8756271660585119,0.8756271660585119,0.8756271660585119,0.8756271660585117,0.8756271660585117,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,162,7,7,0.00041837478056550026,random_n4_b2_g4,203,20260830,"(0.8317599857187219, 0.1717934904757317, 0.22727305688189703, 0.558997295595375)","(0.7952962963521377, 0.15810722580590497, 0.2628522282054422, 0.3830636241888055)"
4,2,4,1.1226735939106756,1.0993698366396465,1.0625088675115633,1.0625088675115633,1.1226735939106756,1.1226735939106756,1.0211973773468805,0.979242624572781,0.9464094223597644,0.9464094223597644,1.0,1.0,0.0,0,162,7,7,0.00040395790711045265,random_n4_b2_g4,204,20260830,"(0.7233657147061592, 0.32941604393381735, 0.5294803064045228, 0.307812233641152)","(0.9478586128949688, 0.2615098219643545, 0.45375843433748086, 0.8412559271231619)"
4,2,4,1.4195027212289215,1.4195027212289215,1.4195027212289215,1.4195027212289215,1.4195027212289215,1.4195027212289215,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004995842464268208,random_n4_b2_g4,205,20260830,"(0.254071636029844, 0.23547754865859125, 0.24064329514762903, 1.5862840028226917)","(0.8118038653368355, 0.08414643134293175, 0.7536720557971811, 0.7040475472247594)"
4,2,4,0.6697042995317614,0.6454818229947829,0.6454818229947829,0.6454818229947829,0.6454818229947829,0.6454818229947829,1.037526194656568,0.9638310870127097,0.9638310870127097,0.9638310870127097,0.9638310870127097,0.9638310870127097,0.0,0,162,7,7,0.00039670802652835846,random_n4_b2_g4,206,20260830,"(0.7260492068161619, 0.6154372151242525, 0.1239730903617925, 0.2705455517100738)","(0.7482352104549137, 0.13157117096026794, 0.8245841225199794, 0.287192259474514)"
4,2,4,1.1596169570158739,1.1596169570158736,1.1596169570158736,1.1596169570158736,1.1596169570158736,1.1596169570158736,1.0000000000000002,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0,0,162,7,7,0.0004070829600095749,random_n4_b2_g4,207,20260830,"(0.1938619226808599, 0.107410615565925, 1.9529112774715562, 0.10688725823333318)","(0.5466200973965964, 0.43167178420241825, 0.5395268828201627, 0.30478682763405157)"
4,2,4,1.4579339497701234,1.4541923493277664,1.4541923493277664,1.4541923493277664,1.4541923493277666,1.4541923493277666,1.0025729749190928,0.9974336282909477,0.9974336282909477,0.9974336282909477,0.9974336282909478,0.9974336282909478,0.0,0,162,7,7,0.000407584011554718,random_n4_b2_g4,208,20260830,"(1.6149708107664655, 1.2436936299422, 1.9190142228092033, 0.4345908859871728)","(0.2340779595618182, 0.8431348456176164, 0.21135378145196915, 0.1451269510062677)"
4,2,4,1.290366539046693,1.290366539046693,1.290366539046693,1.1305717591158786,1.2294212538408025,1.2294212538408025,1.0,1.0,1.0,0.8761632643939536,0.95276901301942,0.95276901301942,0.0,0,162,7,7,0.00041687488555908203,random_n4_b2_g4,209,20260830,"(0.2580465418294207, 1.1757561702048576, 0.5951913803518718, 0.5319818249156667)","(0.7483521618576225, 0.7071045738329852, 0.23298058195199806, 0.7763343782236175)"
4,2,4,1.5310493978138147,1.5310493978138147,1.5310493978138147,1.5310493978138147,1.5310493978138149,1.5310493978138149,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.0004077078774571419,random_n4_b2_g4,210,20260830,"(0.16399906316303312, 0.17901189072190507, 1.870371410300494, 1.292538594564629)","(0.6982167129936933, 0.811356063000291, 0.7146884701148902, 0.07285873709430706)"
4,2,4,1.047553464821327,1.023536714821316,1.023536714821316,0.9303571739858612,1.047553464821327,1.047553464821327,1.023464473381596,0.9770734852143252,0.9770734852143252,0.8881238096468375,1.0,1.0,0.0,0,162,7,7,0.00040950020775198936,random_n4_b2_g4,211,20260830,"(0.6644112052059138, 1.3411671374108431, 1.0783225742944678, 0.2585585679911523)","(0.8361167138660781, 0.34895829774971554, 0.32011743012692634, 0.16196382587676017)"
4,2,4,0.4305984315868534,0.4305984315868534,0.4305984315868534,0.4305984315868534,0.4305984315868534,0.4305984315868534,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.00042570801451802254,random_n4_b2_g4,212,20260830,"(0.35506156070354006, 0.4068321964055703, 0.4514823303049185, 1.3375202283595722)","(0.1925143821055249, 0.5743763376300182, 0.24520535056595533, 0.14723040475205865)"
4,2,4,0.743150775644503,0.7356730619889918,0.7356730619889917,0.7356730619889917,0.7356730619889917,0.7356730619889917,1.0101644521756636,0.9899378243277401,0.9899378243277399,0.9899378243277399,0.9899378243277399,0.9899378243277399,0.0,0,162,7,7,0.0004062908701598644,random_n4_b2_g4,213,20260830,"(0.3840735105765, 0.8337598581279265, 1.623327970526445, 0.166591741528208)","(0.9010457870680342, 0.3752136077007569, 0.12251408066668346, 0.8521899609191237)"
4,2,4,0.6122318400351929,0.6090059198803295,0.600143373905395,0.600143373905395,0.6122318400351929,0.6122318400351929,1.0052970259394152,0.9947308847010015,0.9802550842029009,0.9802550842029009,1.0,1.0,0.0,0,162,7,7,0.0004059169441461563,random_n4_b2_g4,214,20260830,"(0.10535504647457161, 0.3284719218141274, 0.40693825812426015, 0.30514676809375324)","(0.9019893592952724, 0.505700527179314, 0.9393006168715461, 0.2119103311157821)"
4,2,4,1.5772367288287568,1.5212219545496786,1.5212219545496786,1.495900495973165,1.5772367288287568,1.5772367288287568,1.0368222231552398,0.9644854997000518,0.9644854997000518,0.9484311826063095,1.0,1.0,0.0,0,162,7,7,0.00047341594472527504,random_n4_b2_g4,215,20260830,"(0.1253022058093479, 1.1761475343500143, 0.6485530409499037, 1.940168281274948)","(0.9442204389946341, 0.7806073163655813, 0.8254015149564011, 0.15955718057339174)"
4,2,4,0.8410735604474999,0.8410735604474999,0.8410735604474999,0.8410735604474999,0.8410735604474999,0.8410735604474999,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.0004259580746293068,random_n4_b2_g4,216,20260830,"(0.9254129866088875, 0.2777312836820799, 0.11475222259887864, 0.7223356314051737)","(0.2867473709933481, 0.4179035306782883, 0.6145394877669237, 0.7970170574783243)"
4,2,4,0.6756419416259826,0.6756419416259825,0.6756419416259825,0.6756419416259825,0.6756419416259826,0.6756419416259826,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,0,162,7,7,0.00051837507635355,random_n4_b2_g4,217,20260830,"(0.2134473203005347, 0.6982126823140049, 0.16185538738741168, 1.1004149790855988)","(0.8337690174718824, 0.5104405002945688, 0.3718553097606639, 0.26140051320736424)"
4,2,4,0.8975603409076813,0.8975603409076813,0.8975603409076813,0.8975603409076813,0.8975603409076813,0.8975603409076813,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.00041629234328866005,random_n4_b2_g4,218,20260830,"(0.3711524100908829, 1.084537851819631, 0.5948451159238818, 0.24735613941545143)","(0.7016484258108558, 0.43441839789788883, 0.6291281075825613, 0.5059611449278164)"
4,2,4,0.8785720371620547,0.8785720371620547,0.8785720371620547,0.8785720371620547,0.8785720371620547,0.8785720371620547,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,162,7,7,0.00040016695857048035,random_n4_b2_g4,219,20260830,"(0.2363530464484503, 0.12517778798887735, 0.14285505038725999, 1.40794007916715)","(0.7082590386238081, 0.6647241100579986, 0.7647543466471672, 0.4781284296771521)"
4,2,4,2.5240520086791203,2.52405200867912,2.52405200867912,2.3493877877738605,2.47586327012683,2.47586327012683,1.0000000000000002,0.9999999999999998,0.9999999999999998,0.930800070559297,0.9809081831964674,0.9809081831964674,0.0,0,162,7,7,0.0004103751853108406,random_n4_b2_g4,220,20260830,"(0.5150335251367335, 1.3412254990955401, 0.25853543241451865, 1.559925590392132)","(0.2918482091878205, 0.8794205894982547, 0.3065494793868605, 0.8619325805639472)"
4,2,4,0.4009483060654788,0.40094830606547893,0.40094830606547893,0.40094830606547893,0.40094830606547893,0.40094830606547893,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.00041329115629196167,random_n4_b2_g4,221,20260830,"(0.14917120300573616, 0.33489816839470843, 0.3432002057882585, 0.9237812010422819)","(0.09702481540211275, 0.49962677800728916, 0.3699879452280074, 0.25289994315352504)"
4,2,4,1.1419182304354951,1.1419182304354951,1.1419182304354951,0.9560505598817743,1.082137785747415,1.082137785747415,1.0,1.0,1.0,0.8372320665352403,0.9476491021031501,0.9476491021031501,0.0,0,162,7,7,0.0004093749448657036,random_n4_b2_g4,222,20260830,"(0.28181802274296897, 0.16188107174786065, 0.45985703285672913, 1.3553143428497332)","(0.34414381007851547, 0.2334833519384495, 0.858546958295081, 0.551244349746089)"
4,2,4,0.3226813493818809,0.3226813493818809,0.3226813493818809,0.3226813493818809,0.32268134938188087,0.32268134938188087,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999998,0.0,0,162,7,7,0.00042220763862133026,random_n4_b2_g4,223,20260830,"(1.2078918792187898, 0.20152936184968492, 0.1272465335320334, 0.5517841717808857)","(0.055618317996027344, 0.7041311567016262, 0.47325844207754986, 0.32762492285681044)"
4,2,4,1.6333719223901757,1.6333719223901757,1.6333719223901757,1.6333719223901757,1.633371922390176,1.633371922390176,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,0,162,7,7,0.000418792013078928,random_n4_b2_g4,224,20260830,"(1.3100657109831102, 0.43443379236674967, 1.648465842408704, 1.039607663452037)","(0.23595195339055375, 0.4714157582910777, 0.8033283582502055, 0.16094084230984954)"
4,2,4,1.6843682625805112,1.6645759918731988,1.5526525805104745,1.5526525805104745,1.6843682625805112,1.6843682625805112,1.0118902776466454,0.9882494397769108,0.9218011375563182,0.9218011375563182,1.0,1.0,0.0,0,162,7,7,0.00042470917105674744,random_n4_b2_g4,225,20260830,"(0.2501865186858715, 0.860732894596908, 0.9242854749071062, 1.0990486612720676)","(0.8450927370812177, 0.6040322315374155, 0.9360442556680246, 0.4765723883327372)"
