n,budget,pool_cap,optimal_dynamic,optimal_static,optimal_static_nonoverlap,static_nonoverlap_greedy,exact_joint_greedy,marginal_product_greedy,adaptivity_gap,static_fraction_dynamic,static_nonoverlap_fraction_dynamic,static_greedy_fraction_dynamic,exact_joint_fraction_dynamic,marginal_product_fraction_dynamic,exact_minus_marginal,root_choices_differ,dynamic_states,exact_greedy_states,marginal_greedy_states,runtime_seconds,setting,instance,seed,utilities,health_probabilities
5,3,5,0.38854041397196243,0.38854041397196243,0.38854041397196243,0.3885404139719624,0.3885404139719625,0.3885404139719625,1.0,1.0,1.0,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.0,0,2562,15,15,0.018116250168532133,random_n5_b3_g5,9,20260830,"(0.1356064782314803, 0.24695992630423355, 0.11956192635188856, 1.2774688038309605, 0.23090281521882716)","(0.6066123021898007, 0.401704738583845, 0.5136458148787713, 0.13814455305764628, 0.48877742905803395)"
5,3,5,0.5412607039356336,0.5363488255588504,0.5363488255588503,0.5363488255588503,0.5412607039356336,0.5412607039356336,1.0091579922295257,0.9909251154922798,0.9909251154922796,0.9909251154922796,1.0,1.0,0.0,0,2562,15,15,0.018133416306227446,random_n5_b3_g5,10,20260830,"(0.13342718683820873, 0.5359175218934775, 1.6747332012206217, 0.24374742475775, 0.27024157555657763)","(0.8309302100322478, 0.061270228354935154, 0.12201851746404539, 0.7962372792333404, 0.30511588779918036)"
5,3,5,1.2219784075949347,1.2042224793698084,1.2042224793698084,1.1735505488458096,1.219305039521128,1.219305039521128,1.0147447241097993,0.9854695237536373,0.9854695237536373,0.9603693007600359,0.9978122624285413,0.9978122624285413,0.0,0,2562,15,15,0.017954582814127207,random_n5_b3_g5,11,20260830,"(0.7535624823285997, 0.4270366198908752, 0.13864166995808128, 0.3868033076992001, 1.1272387417661573)","(0.15811600056518704, 0.11376591336568585, 0.9125096262255028, 0.5502372712398201, 0.7285483701664391)"
5,3,5,1.2153099858871053,1.2153099858871053,1.2153099858871053,1.2153099858871053,1.2153099858871053,1.2153099858871053,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018499209079891443,random_n5_b3_g5,12,20260830,"(0.2990734825066667, 1.1771261011934038, 0.16881379373922234, 1.156235702548233, 0.12104136479701794)","(0.23184960022602114, 0.17893288284869108, 0.8151797297365102, 0.690816053666491, 0.8715663801989435)"
5,3,5,2.026016956579913,2.019547382018815,2.019547382018815,1.3998266589473722,2.026016956579913,2.026016956579913,1.0032034774814893,0.9968067520165186,0.9968067520165186,0.6909254408760712,1.0,1.0,0.0,0,2562,15,15,0.018837417010217905,random_n5_b3_g5,13,20260830,"(0.5451168639966686, 1.6698904341292569, 0.4539577094870913, 0.6506295337287412, 1.4132700514687488)","(0.2465857954550526, 0.511731203038253, 0.25304464226345724, 0.15609097439565695, 0.7292267069723486)"
5,3,5,3.1355536499713192,3.04860759677593,3.0486075967759305,2.8823296310809443,3.050291650413574,3.050291650413574,1.0285199227632114,0.9722709087767691,0.9722709087767692,0.919241050494323,0.9728079921201397,0.9728079921201397,0.0,0,2562,15,15,0.01758816698566079,random_n5_b3_g5,14,20260830,"(1.202251534299385, 1.4613248153604046, 1.2758001073181713, 0.5773594969653727, 0.46868710351309834)","(0.7921311473760341, 0.8250362101894964, 0.6225824417753212, 0.48686009603601454, 0.7922853962899551)"
5,3,5,0.7277916969514765,0.7277916969514767,0.7277916969514767,0.7277916969514767,0.7277916969514765,0.7277916969514765,0.9999999999999997,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,2562,15,15,0.01842608442530036,random_n5_b3_g5,15,20260830,"(0.34185846910065637, 0.2721918827385161, 0.3791353792971643, 0.7574125232651859, 0.14125126025114015)","(0.3017310512906013, 0.4799175744222118, 0.28727393272314555, 0.6302365698719976, 0.7132743262031824)"
5,3,5,0.3107293411755844,0.31072934117558426,0.31072934117558426,0.31072934117558426,0.3107293411755844,0.3107293411755844,1.0000000000000004,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0,1.0,0.0,0,2562,15,15,0.018465583212673664,random_n5_b3_g5,16,20260830,"(0.20176564739718947, 0.9705608932616969, 0.13217730104003472, 0.10694720079553367, 1.4245682442053775)","(0.1486245343259634, 0.11142841920008409, 0.08789345969830967, 0.20153330709024253, 0.12115526961707668)"
5,3,5,1.4682800807994953,1.4682800807994953,1.4625945597185566,0.9464217386672109,1.430072027926868,1.430072027926868,1.0,1.0,0.9961277680224042,0.644578477256106,0.9739776808442279,0.9739776808442279,0.0,0,2562,15,15,0.01840695831924677,random_n5_b3_g5,17,20260830,"(1.525887946334588, 0.12215544542239727, 0.8598627860479688, 0.14052980650463837, 0.4605524531762563)","(0.426274204760158, 0.6913156253334979, 0.6888101726346716, 0.9456246509354161, 0.3485733084448274)"
5,3,5,1.0198963406473402,1.0198963406473402,1.0198963406473402,1.0198963406473402,1.0198963406473402,1.0198963406473402,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018991874996572733,random_n5_b3_g5,18,20260830,"(0.3317866809904327, 0.10831305735819861, 1.2252235494720345, 1.1010373934763722, 0.4338043152483762)","(0.28639392060052427, 0.07248837503751308, 0.4938061846131614, 0.10307021779867453, 0.694758442551923)"
5,3,5,2.159630940226508,2.121871705264488,2.121871705264488,2.121871705264488,2.1218717052644887,2.1218717052644887,1.0177952488212823,0.982515885349346,0.982515885349346,0.982515885349346,0.9825158853493462,0.9825158853493462,0.0,0,2562,15,15,0.018332625273615122,random_n5_b3_g5,19,20260830,"(0.6025222123279231, 1.1226368881907136, 0.32534046123452204, 1.9761298732097483, 0.8329357529557069)","(0.2346718934301517, 0.24554587029366898, 0.5543699204680299, 0.8429880598912912, 0.1506488867321477)"
5,3,5,0.5879620780383378,0.5848653490681597,0.5785103914987614,0.5058093117269388,0.5701290161985897,0.5681708715589909,1.005294772506376,0.994733114454405,0.9839246664153737,0.8602753997579377,0.9696697074422794,0.966339314696319,0.001958144639598758,0,2562,15,15,0.018118209205567837,random_n5_b3_g5,20,20260830,"(0.15931668537594626, 0.14127239223006605, 0.14122774584611658, 0.13171067377647142, 0.32151128502504217)","(0.6523513383886516, 0.9382917994977363, 0.16230902225250168, 0.8523420142490349, 0.7970574153673523)"
5,3,5,0.5896335624106289,0.5896335624106289,0.5896335624106289,0.5896335624106289,0.5896335624106289,0.5896335624106289,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.0180399171076715,random_n5_b3_g5,21,20260830,"(0.12258987291559427, 0.6169008778369316, 0.7518920627312023, 0.11120495560406526, 0.12992893500675368)","(0.31762598712013834, 0.3543947776939156, 0.43835019506428285, 0.3724211781745957, 0.29606996657696627)"
5,3,5,1.208019388726746,1.208019388726746,1.2080193887267463,1.2080193887267463,1.208019388726746,1.208019388726746,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,2562,15,15,0.01769445789977908,random_n5_b3_g5,22,20260830,"(0.26025353647764915, 0.46337567082868353, 1.0569872850477033, 0.4943758576611872, 0.10768268076129218)","(0.13229101244975144, 0.21626567977025657, 0.7871427601363621, 0.557889793828714, 0.15400201030849442)"
5,3,5,1.0288382470911657,1.0288382470911657,1.028838247091166,1.028838247091166,1.0288382470911657,1.0288382470911657,1.0,1.0,1.0000000000000002,1.0000000000000002,1.0,1.0,0.0,0,2562,15,15,0.018017583061009645,random_n5_b3_g5,23,20260830,"(0.24218165589559154, 1.6646419927817586, 1.3645780735002977, 0.3165071917081252, 0.1801167687515253)","(0.31413879146684065, 0.3119137658440658, 0.15083818872234817, 0.7884203830314338, 0.7758503626726585)"
5,3,5,0.9880750341345639,0.9880750341345638,0.9880750341345638,0.9335062407944832,0.9446153244922499,0.9446153244922499,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9447726220631852,0.9560157800359975,0.9560157800359975,0.0,0,2562,15,15,0.01792670926079154,random_n5_b3_g5,24,20260830,"(0.2367156506235456, 0.4632836503124358, 0.9715606726074493, 0.19510036268757447, 0.6001535661098694)","(0.7553962504252821, 0.34097735858950634, 0.43940806417509504, 0.7095244672344029, 0.5493962101515923)"
5,3,5,0.7199948166223358,0.7199948166223356,0.7199948166223356,0.6474542137803145,0.679827980493737,0.679827980493737,1.0000000000000002,0.9999999999999997,0.9999999999999997,0.8992484373952493,0.9442123259761358,0.9442123259761358,0.0,0,2562,15,15,0.01874308381229639,random_n5_b3_g5,25,20260830,"(0.6004491217800255, 0.7360251010629919, 0.3349978301020949, 0.3121897516350561, 0.6539660330320054)","(0.4551669555445289, 0.18718548255969075, 0.693832626210849, 0.36159633734487723, 0.3276283214195272)"
5,3,5,1.4580700488351928,1.4417107414687127,1.4417107414687127,1.4417107414687127,1.4417107414687123,1.4417107414687123,1.0113471495327935,0.9887801636282503,0.9887801636282503,0.9887801636282503,0.9887801636282499,0.9887801636282499,0.0,0,2562,15,15,0.017995167057961226,random_n5_b3_g5,26,20260830,"(0.5382335272201859, 0.4400910130742982, 1.284756469655769, 0.536238965524679, 0.14397566674771503)","(0.0799449046401852, 0.5479701519058278, 0.8978198223127627, 0.0877858192092134, 0.11044786768599346)"
5,3,5,1.119866509138638,1.0992068552598577,1.099206855259858,1.0705504987212813,1.119866509138638,1.119866509138638,1.0187950555256464,0.9815516816422424,0.9815516816422426,0.9559625991000581,1.0,1.0,0.0,0,2562,15,15,0.01784783275797963,random_n5_b3_g5,27,20260830,"(0.7546002889920523, 0.10369494224912466, 0.8683418663269901, 0.32108280415199214, 0.14153898530426076)","(0.8207150143743578, 0.3063405582735051, 0.34446943395952784, 0.4610131533475362, 0.84762895766375)"
5,3,5,0.4561021998482155,0.45610219984821543,0.4532130374535862,0.4433753320599979,0.4561021998482155,0.4561021998482155,1.0000000000000002,0.9999999999999999,0.9936655372511013,0.9720964560301334,1.0,1.0,0.0,0,2562,15,15,0.018148417118936777,random_n5_b3_g5,28,20260830,"(0.1599809646822003, 1.10693055619639, 0.10471161930620723, 0.24725112775666208, 0.102194929943498)","(0.5993600488689114, 0.16391050630990384, 0.31987906862983434, 0.542187984669277, 0.8764214373933058)"
5,3,5,0.7381144685331879,0.7373901034695254,0.7373901034695254,0.7373901034695254,0.7373901034695253,0.7373901034695253,1.0009823362969672,0.9990186277406241,0.9990186277406241,0.9990186277406241,0.9990186277406239,0.9990186277406239,0.0,0,2562,15,15,0.017899916972965002,random_n5_b3_g5,29,20260830,"(0.281405662323807, 0.6649198889159479, 0.42325711693929297, 0.35960048485329005, 1.1066815231201368)","(0.1722856985957503, 0.7649957847909189, 0.26658811119720355, 0.3222850934609878, 0.09983972013408793)"
5,3,5,1.8056165935959385,1.7437136462273284,1.7437136462273286,1.692650866635327,1.778124583997649,1.778124583997649,1.035500638251322,0.9657164496670201,0.9657164496670202,0.9374364816089572,0.9847741709420501,0.9847741709420501,0.0,0,2562,15,15,0.017947666812688112,random_n5_b3_g5,30,20260830,"(0.39337336208394774, 1.1955049450865025, 0.47905922636096104, 1.1051034348822193, 1.6446947175078375)","(0.8856635538594766, 0.8092524920335639, 0.7573905569587913, 0.13474164126321642, 0.11614704515969217)"
5,3,5,1.1170968574471365,1.1170968574471365,1.1170968574471365,0.9156107084554403,1.0158366947084105,1.0158366947084105,1.0,1.0,1.0,0.8196341278301099,0.909354178141605,0.909354178141605,0.0,0,2562,15,15,0.017902208026498556,random_n5_b3_g5,31,20260830,"(0.6119410340688044, 0.7976061268556158, 0.24290560280184384, 0.2511556478713754, 0.814845612040366)","(0.6278852114154381, 0.432455668590541, 0.5935366468195786, 0.4194816869106418, 0.47608876491880586)"
5,3,5,0.7540847883921047,0.7540847883921046,0.7540847883921047,0.7540847883921047,0.7540847883921047,0.7540847883921047,1.0000000000000002,0.9999999999999999,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018057916779071093,random_n5_b3_g5,32,20260830,"(0.6818363764504136, 0.44505251541813573, 0.6011042061042933, 0.2394285819091498, 0.23583793621725993)","(0.2028738633837513, 0.12258963765267328, 0.6474044578609783, 0.6776568025152904, 0.7035804705694471)"
5,3,5,1.9320339249526333,1.9320339249526333,1.9320339249526333,1.9320339249526333,1.9320339249526333,1.9320339249526333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018068958073854446,random_n5_b3_g5,33,20260830,"(1.4544373937784574, 0.4676014842999452, 0.5115879810037622, 1.6406586067043147, 1.555627187176994)","(0.4666303913616204, 0.7599058766322218, 0.7162965341056166, 0.38749717599295275, 0.395170280982644)"
5,3,5,1.6763961045367046,1.666412518726464,1.6664125187264642,1.4597692048753705,1.625625928040959,1.625625928040959,1.0059910650562505,0.9940446140484204,0.9940446140484206,0.8707782134096512,0.9697146895305053,0.9697146895305053,0.0,0,2562,15,15,0.018272249959409237,random_n5_b3_g5,34,20260830,"(0.6386542728405222, 0.21315364767962883, 0.25458503333401766, 1.0822306791607215, 1.1290250355355722)","(0.9084893449597143, 0.40260287994946425, 0.24884430953699083, 0.3741925197905748, 0.6033872327595309)"
5,3,5,1.5747365611821054,1.5747365611821054,1.5747365611821054,1.5747365611821054,1.5747365611821056,1.5747365611821056,1.0,1.0,1.0,1.0,1.0000000000000002,1.0000000000000002,0.0,0,2562,15,15,0.01807041699066758,random_n5_b3_g5,35,20260830,"(1.011983823797297, 0.4506752777005419, 0.8186580003831008, 1.7121922045087772, 0.12948116235046103)","(0.3462502938825369, 0.06537715668830685, 0.8803135022986271, 0.2941615853404604, 0.054784429350431874)"
5,3,5,2.000331186685052,2.0003311866850524,2.0003311866850524,1.5770617132617588,1.935630536013697,1.935630536013697,0.9999999999999998,1.0000000000000002,1.0000000000000002,0.788400302789492,0.9676550307758902,0.9676550307758902,0.0,0,2562,15,15,0.018274332862347364,random_n5_b3_g5,36,20260830,"(0.3792714522403275, 0.3328577529436569, 1.2321624323996923, 1.821757601290617, 1.0598058293020018)","(0.14607373659438158, 0.4148698713051024, 0.4766254268495383, 0.31321172589342205, 0.7949148567051549)"
5,3,5,0.4474495824710029,0.4474495824710029,0.44744958247100297,0.43684429537988795,0.436844295379888,0.436844295379888,1.0,1.0,1.0000000000000002,0.9762983640915516,0.9762983640915517,0.9762983640915517,0.0,0,2562,15,15,0.017936707939952612,random_n5_b3_g5,37,20260830,"(0.10587973830078141, 0.3762397821897327, 0.38308950481782794, 0.6002102092475051, 0.28593403323845784)","(0.8101713665521102, 0.30512800115371475, 0.4290207830681825, 0.19955357065905605, 0.5145036449363031)"
5,3,5,0.76159477441735,0.7562087839728382,0.7562087839728382,0.6339178254416277,0.76159477441735,0.76159477441735,1.0071223590080716,0.992928010241887,0.992928010241887,0.8323557969874462,1.0,1.0,0.0,0,2562,15,15,0.018835125025361776,random_n5_b3_g5,38,20260830,"(0.5186339632770434, 0.16121287577640422, 0.13881151182621418, 0.23890161960764097, 0.3315053061728315)","(0.8222563522158229, 0.5360081311428226, 0.2475974315193269, 0.07354641018475944, 0.7340675892695395)"
5,3,5,1.248135337849882,1.2312010780508382,1.2312010780508382,1.0851982488168133,1.2372772851118716,1.2372772851118716,1.0137542600481255,0.9864323528983516,0.9864323528983516,0.869455591800041,0.9913005806271656,0.9913005806271656,0.0,0,2562,15,15,0.01823391718789935,random_n5_b3_g5,39,20260830,"(0.28639312548710477, 0.12816703347320196, 1.2436067973863167, 0.7155797290004301, 0.10871959404156731)","(0.9331889755309282, 0.8626323488241442, 0.5521938042309212, 0.29454243682075687, 0.7579753543761079)"
5,3,5,0.6764098649773146,0.6764098649773147,0.6764098649773147,0.6764098649773147,0.6764098649773145,0.6764098649773145,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.0,0,2562,15,15,0.018339165952056646,random_n5_b3_g5,40,20260830,"(0.10185666931258097, 0.628763572596965, 0.10346955829255862, 1.2636750358545283, 0.2909739848186639)","(0.41266204569661763, 0.18330574551071088, 0.43916145647501736, 0.4081065408426975, 0.13388867272646082)"
5,3,5,1.9383318860424519,1.9171899463311612,1.917189946331161,1.917189946331161,1.9171899463311612,1.9171899463311612,1.0110275665443318,0.9890927142748207,0.9890927142748206,0.9890927142748206,0.9890927142748207,0.9890927142748207,0.0,0,2562,15,15,0.018413625191897154,random_n5_b3_g5,41,20260830,"(0.11030813508011497, 1.915128867939385, 0.32239198555451104, 0.2593486318102456, 0.20770912599146774)","(0.8272845611218226, 0.8511315275043912, 0.4062266531640331, 0.5107697191852534, 0.47930251645772043)"
5,3,5,1.1168282968614842,1.1168282968614842,1.1168282968614842,1.1168282968614842,1.1168282968614842,1.1168282968614842,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.01805333374068141,random_n5_b3_g5,42,20260830,"(0.9330935316806532, 0.3411564953051021, 1.042253632175814, 0.47208870911284934, 0.820003146582734)","(0.645038842797251, 0.5126199611489454, 0.051224591033675326, 0.20209763807183556, 0.41470950082662045)"
5,3,5,0.7390518496995272,0.7390518496995272,0.7390518496995272,0.7390518496995272,0.7390518496995272,0.7390518496995272,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018280958756804466,random_n5_b3_g5,43,20260830,"(0.12675961640120925, 0.1277573545872998, 0.7083788551632582, 0.28884692123571826, 0.5453562477347326)","(0.30422910891587673, 0.4728329312633255, 0.6271778551030609, 0.5184147649017857, 0.2659359098850882)"
5,3,5,1.580125507207999,1.56523714124214,1.56523714124214,1.56523714124214,1.56523714124214,1.56523714124214,1.0095118915681005,0.9905777320232202,0.9905777320232202,0.9905777320232202,0.9905777320232202,0.9905777320232202,0.0,0,2562,15,15,0.018313542008399963,random_n5_b3_g5,44,20260830,"(0.1030909352651068, 0.13203438457485134, 1.312276583269994, 0.4358614852790511, 0.3341454755831099)","(0.3878997943097827, 0.22106444139296283, 0.8965571642295858, 0.680724322034636, 0.27534311165685377)"
5,3,5,1.5966823467273321,1.592143903193856,1.592143903193856,1.592143903193856,1.5921439031938562,1.5921439031938562,1.0028505234510348,0.9971575789368634,0.9971575789368634,0.9971575789368634,0.9971575789368635,0.9971575789368635,0.0,0,2562,15,15,0.01828204235062003,random_n5_b3_g5,45,20260830,"(1.8063812528265022, 0.7710403456777665, 0.4450473699765731, 0.21012257966458792, 0.30162743307410894)","(0.7625531229427993, 0.14694829687344665, 0.15901803251638386, 0.48247633438275633, 0.2578161860162487)"
5,3,5,1.6918669774955863,1.6918669774955866,1.6918669774955866,1.4893416817482854,1.6235333708365118,1.6235333708365118,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.8802947876865046,0.9596105322888763,0.9596105322888763,0.0,0,2562,15,15,0.01861595781520009,random_n5_b3_g5,46,20260830,"(0.4728916179660591, 1.3121414680558823, 1.2867095897189085, 0.20396289849428395, 0.9499369149535266)","(0.8146709831420611, 0.3049796005233091, 0.7044631707515326, 0.28759508699753594, 0.08350041992891838)"
5,3,5,0.9457443857932809,0.945744385793281,0.945744385793281,0.945744385793281,0.9457443857932808,0.9457443857932808,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.0,0,2562,15,15,0.018504791893064976,random_n5_b3_g5,47,20260830,"(0.28127126109923545, 1.6077406065837552, 0.38046072812453385, 0.22377139963907358, 1.889413815269231)","(0.6332118089469618, 0.16246923815706127, 0.11424286595254186, 0.5309587210843435, 0.26803641751176827)"
5,3,5,0.6071723370236517,0.6071723370236519,0.6071723370236519,0.6071723370236519,0.6071723370236517,0.6071723370236517,0.9999999999999997,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0,1.0,0.0,0,2562,15,15,0.01820379216223955,random_n5_b3_g5,48,20260830,"(1.2227426052298092, 1.2446751747456135, 0.22636037744405096, 0.41442860101503015, 0.3882641064626897)","(0.2879544245185273, 0.07110761864553379, 0.6206794147476465, 0.27647939096325047, 0.22502775905469274)"
5,3,5,0.4303128613027053,0.4303128613027053,0.4303128613027053,0.4303128613027053,0.4303128613027053,0.4303128613027053,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018631250131875277,random_n5_b3_g5,49,20260830,"(0.470524824308708, 0.37715079126680356, 0.34492610196243534, 0.6999209661420781, 0.5103548128659808)","(0.13354254199635252, 0.43705125227047076, 0.28041300649819495, 0.09531945230853456, 0.3306657763568029)"
5,3,5,1.994906299017205,1.994906299017205,1.994906299017205,1.994906299017205,1.994906299017205,1.994906299017205,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,2562,15,15,0.018019708339124918,random_n5_b3_g5,50,20260830,"(0.17353849935532503, 1.7995979401293196, 0.12999703297120982, 0.24773782540090217, 1.5677622554056816)","(0.5725549338274857, 0.7174277008036484, 0.19283711046911844, 0.23442402465671552, 0.3855588182201275)"
5,3,5,0.9715801591785156,0.9576311605096021,0.954560883627966,0.9408300996964899,0.9715801591785156,0.9713568499733872,1.014566149519916,0.9856429770234217,0.9824828910000183,0.9683504657937588,1.0,0.9997701587429315,0.0002233092051283636,0,2562,15,15,0.018390333279967308,random_n5_b3_g5,51,20260830,"(0.31234959879468727, 0.7638074830552517, 0.13359247986806283, 0.402579097943812, 0.3618402628793119)","(0.1951900432589792, 0.7248531592780397, 0.9380806058838514, 0.2074092265062446, 0.6829693458544202)"
5,3,5,1.4504901752371975,1.4465640235286448,1.4465640235286448,1.4465640235286448,1.446564023528645,1.446564023528645,1.002714122323446,0.9972932241971851,0.9972932241971851,0.9972932241971851,0.9972932241971854,0.9972932241971854,0.0,0,2562,15,15,0.021957291290163994,random_n5_b3_g5,52,20260830,"(0.971883865569634, 1.2872527117838155, 0.5128109873483193, 1.4356166724092485, 0.4777497813356398)","(0.7653766375619249, 0.36941981580426175, 0.39467305611310227, 0.1582387297970862, 0.15790537098650298)"
5,3,5,2.1177282250772937,2.1177282250772933,2.1177282250772933,2.1177282250772933,2.1177282250772937,2.1177282250772937,1.0000000000000002,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0,1.0,0.0,0,2562,15,15,0.01809454197064042,random_n5_b3_g5,53,20260830,"(1.7427706308010589, 0.1420511433545901, 0.7057126175073145, 1.227808866185285, 0.11277708487442265)","(0.8867077775373926, 0.3981361302722401, 0.361332046325147, 0.2585120345864604, 0.4885581385730105)"
5,3,5,1.5977146527580879,1.5977146527580879,1.5977146527580879,1.2561008503374989,1.4342533121870433,1.4342533121870433,1.0,1.0,1.0,0.7861859739279031,0.8976905292263133,0.8976905292263133,0.0,0,2562,15,15,0.018396582920104265,random_n5_b3_g5,54,20260830,"(1.0611292258293719, 0.7555741103065479, 0.5129894597209854, 0.42580543829949685, 0.9093176172673948)","(0.5784248480971331, 0.6890554058155917, 0.06599180304686615, 0.1613989629158572, 0.5095015289460006)"
5,3,5,1.899302773856391,1.8794280097544744,1.8794280097544744,1.8794280097544744,1.8794280097544744,1.8794280097544744,1.0105749004477766,0.989535757870999,0.989535757870999,0.989535757870999,0.989535757870999,0.989535757870999,0.0,0,2562,15,15,0.018375208135694265,random_n5_b3_g5,55,20260830,"(0.2991866581058966, 0.10008396300137382, 0.1845576958499088, 0.3999025296372641, 1.8678517399569705)","(0.1396796776648577, 0.7148803475897519, 0.19614464615506605, 0.3105706306960081, 0.9014002207093295)"
5,3,5,2.502652463297902,2.5026524632979026,2.5026524632979026,2.0729279932241154,2.483820544787804,2.483820544787804,0.9999999999999998,1.0000000000000002,1.0000000000000002,0.8282923912225864,0.9924752162810164,0.9924752162810164,0.0,0,2562,15,15,0.018026249948889017,random_n5_b3_g5,56,20260830,"(1.3266552788822477, 0.1620927112065761, 0.8091602203135009, 1.7473129465442407, 0.30794177890719804)","(0.7327079924882813, 0.7407857716636109, 0.5707808161554131, 0.6116525424634434, 0.6704204107186527)"
5,3,5,1.564655302533746,1.5507795234424924,1.5507795234424924,1.160547285692975,1.561415291133037,1.561415291133037,1.0089476156226589,0.9911317342108619,0.9911317342108619,0.7417271291725577,0.9979292490841515,0.9979292490841515,0.0,0,2562,15,15,0.01854941714555025,random_n5_b3_g5,57,20260830,"(0.20493279231941403, 1.535860583539831, 0.8127444012942661, 0.1461169635142243, 0.23955983665333144)","(0.5689315352053589, 0.5227306658602802, 0.7768067904085938, 0.25726189234201874, 0.37685073723243245)"
5,3,5,1.555293122338217,1.5552931223382167,1.5552931223382167,1.5552931223382167,1.555293122338217,1.555293122338217,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.0,0,2562,15,15,0.018350291065871716,random_n5_b3_g5,58,20260830,"(0.8371452102852667, 0.8652550743068155, 0.10162940216379332, 1.1500339165254883, 0.10708310768651606)","(0.5003064352161242, 0.3955406973762804, 0.2577216388958247, 0.6906060590995248, 0.8139935794473794)"
5,3,5,0.7936256777549697,0.7817703294980364,0.7759577628063895,0.7759577628063894,0.7790914693806289,0.7790914693806289,1.0151647457182795,0.9850617884611923,0.9777377226521202,0.97773772265212,0.9816863178930203,0.9816863178930203,0.0,0,2562,15,15,0.017930541653186083,random_n5_b3_g5,59,20260830,"(0.250300894480685, 0.24708055240584625, 0.23380649069865217, 0.4675585528467084, 0.13063179614153864)","(0.5168478474323726, 0.8997246352907571, 0.9405832853029892, 0.4677526007122688, 0.7633810652450866)"
5,3,5,0.9120946681748667,0.8961060874904767,0.8961060874904767,0.7375439720124582,0.9120946681748667,0.9120946681748667,1.0178422855369342,0.9824704811438227,0.9824704811438227,0.808626557907974,1.0,1.0,0.0,0,2562,15,15,0.018260749988257885,random_n5_b3_g5,60,20260830,"(0.20665663290668904, 0.677520840184938, 0.17573388441586568, 0.3678758120935063, 0.10616552430132464)","(0.08439895131899211, 0.8430158840350357, 0.23574540773633812, 0.722950730955374, 0.555633955412707)"
5,3,5,1.4743382748207805,1.4525629269711424,1.4525629269711424,1.4525629269711422,1.4525629269711429,1.4525629269711429,1.0149909841737759,0.9852304262722305,0.9852304262722305,0.9852304262722303,0.9852304262722308,0.9852304262722308,0.0,0,2562,15,15,0.018334665801376104,random_n5_b3_g5,61,20260830,"(1.8764965240739357, 0.14797144229311013, 1.3976974512923215, 0.31535102521298886, 0.6692190127599605)","(0.5518592577080748, 0.4431651003901634, 0.11566148123712705, 0.8097046470473104, 0.1756928177879759)"
5,3,5,2.1096788425935706,2.071395005175206,2.071395005175206,1.7830156362858331,2.0717100848241405,2.0594048187195697,1.0184821520389475,0.9818532391540222,0.9818532391540222,0.8451597467289627,0.9820025887339551,0.9761698212737463,0.012305266104570833,0,2562,15,15,0.01809195801615715,random_n5_b3_g5,62,20260830,"(0.3238345219430487, 1.4845001637264552, 0.8575885960751445, 0.4352131726782209, 0.1673089210109545)","(0.3401656138825685, 0.6772193302635074, 0.8234519429936117, 0.8269046650827093, 0.69961779952661)"
5,3,5,0.9727977407843241,0.9479483650896274,0.9359915437800448,0.9079913538212874,0.9727977407843241,0.9727977407843241,1.0262138494139892,0.9744557633587206,0.9621645944874377,0.933381437634933,1.0,1.0,0.0,0,2562,15,15,0.01824170770123601,random_n5_b3_g5,63,20260830,"(0.1893662613708666, 0.49258351943442735, 0.251359050550105, 0.5662986362513778, 0.30003212587058503)","(0.6186896613689948, 0.49568641175339373, 0.7986855339997605, 0.8370941043008508, 0.23240131253525886)"
5,3,5,0.4741381494869419,0.4700410928470169,0.45283100274186006,0.41187018176760803,0.46260773305028396,0.46260773305028396,1.0087163797001435,0.9913589390679524,0.955061311206158,0.8686712558634796,0.9756813147199085,0.9756813147199085,0.0,0,2562,15,15,0.01880404120311141,random_n5_b3_g5,64,20260830,"(0.11840323887202603, 0.12899210934508423, 0.23953864194240843, 0.16584517167323642, 0.24094444750957558)","(0.7944871818162084, 0.7247360805542199, 0.14553641747341772, 0.5378584638703107, 0.9179756405931563)"
