agents,solveConicGibbsGreedyDynamicBiased,solveMILP,solveGreedy,solveConicGibbsGreedyDynamic
"[(0, 1, 0.9943652802), (1, 1, 0.9943652802), (2, 1, 0.9943652802), (3, 1, 0.996125417), (4, 1, 0.9948038019), (5, 1, 0.9963515927), (6, 1, 0.996491761), (7, 1, 0.9943652802), (8, 1, 0.9943652802), (9, 1, 0.9948038019), (10, 1, 0.996125417), (11, 1, 0.996491761), (12, 1, 0.9943652802), (13, 1, 0.996125417), (14, 1, 0.9943652802), (15, 1, 0.996491761), (16, 1, 0.9943652802), (17, 1, 0.9948038019), (18, 1, 0.9963515927), (19, 1, 0.996491761), (20, 1, 0.9948038019), (21, 1, 0.9948038019), (22, 1, 0.9957071937), (23, 1, 0.9948038019), (24, 1, 0.996491761), (25, 1, 0.9957071937), (26, 1, 0.9957071937), (27, 1, 0.9943652802), (28, 1, 0.996491761), (29, 1, 0.9948038019), (30, 1, 0.996491761), (31, 1, 0.996491761), (32, 1, 0.9948038019), (33, 1, 0.996125417), (34, 1, 0.9963515927), (35, 1, 0.996125417), (36, 1, 0.9948038019), (37, 1, 0.996491761), (38, 1, 0.9957071937), (39, 1, 0.996125417), (40, 1, 0.9957071937), (41, 1, 0.9948038019), (42, 1, 0.9948038019), (43, 1, 0.9948038019), (44, 1, 0.9943652802), (45, 1, 0.9963515927), (46, 1, 0.9948038019), (47, 1, 0.996125417), (48, 1, 0.996491761), (49, 1, 0.9957071937)]",,48.895307875138926,48.8782749480912,
"[(0, 1, 0.996491761), (1, 1, 0.9943652802), (2, 1, 0.9943652802), (3, 1, 0.9943652802), (4, 1, 0.9948038019), (5, 1, 0.9943652802), (6, 1, 0.996125417), (7, 1, 0.9957071937), (8, 1, 0.9943652802), (9, 1, 0.9948038019), (10, 1, 0.9948038019), (11, 1, 0.996125417), (12, 1, 0.996125417), (13, 1, 0.996125417), (14, 1, 0.9963515927), (15, 1, 0.9948038019), (16, 1, 0.9943652802), (17, 1, 0.9948038019), (18, 1, 0.996491761), (19, 1, 0.9948038019), (20, 1, 0.9948038019), (21, 1, 0.9943652802), (22, 1, 0.9957071937), (23, 1, 0.9943652802), (24, 1, 0.996125417), (25, 1, 0.9957071937), (26, 1, 0.9943652802), (27, 1, 0.9957071937), (28, 1, 0.9943652802), (29, 1, 0.9943652802), (30, 1, 0.996125417), (31, 1, 0.9957071937), (32, 1, 0.996125417), (33, 1, 0.996491761), (34, 1, 0.9943652802), (35, 1, 0.9948038019), (36, 1, 0.996491761), (37, 1, 0.9963515927), (38, 1, 0.9948038019), (39, 1, 0.9943652802), (40, 1, 0.996491761), (41, 1, 0.9943652802), (42, 1, 0.9948038019), (43, 1, 0.9943652802), (44, 1, 0.996491761), (45, 1, 0.996125417), (46, 1, 0.996125417), (47, 1, 0.9943652802), (48, 1, 0.9963515927), (49, 1, 0.9943652802)]",,48.8484428792808,48.83102124300738,
"[(0, 1, 0.996491761), (1, 1, 0.9943652802), (2, 1, 0.9943652802), (3, 1, 0.9948038019), (4, 1, 0.9943652802), (5, 1, 0.9943652802), (6, 1, 0.9948038019), (7, 1, 0.9948038019), (8, 1, 0.9943652802), (9, 1, 0.996491761), (10, 1, 0.9963515927), (11, 1, 0.9943652802), (12, 1, 0.996491761), (13, 1, 0.9948038019), (14, 1, 0.9948038019), (15, 1, 0.996125417), (16, 1, 0.9963515927), (17, 1, 0.9963515927), (18, 1, 0.996491761), (19, 1, 0.9963515927), (20, 1, 0.996491761), (21, 1, 0.9948038019), (22, 1, 0.996125417), (23, 1, 0.996491761), (24, 1, 0.996125417), (25, 1, 0.9943652802), (26, 1, 0.996125417), (27, 1, 0.9943652802), (28, 1, 0.996125417), (29, 1, 0.996491761), (30, 1, 0.9948038019), (31, 1, 0.9963515927), (32, 1, 0.9948038019), (33, 1, 0.9943652802), (34, 1, 0.9943652802), (35, 1, 0.9943652802), (36, 1, 0.9963515927), (37, 1, 0.9957071937), (38, 1, 0.996125417), (39, 1, 0.996125417), (40, 1, 0.9963515927), (41, 1, 0.9963515927), (42, 1, 0.996491761), (43, 1, 0.996125417), (44, 1, 0.9948038019), (45, 1, 0.996491761), (46, 1, 0.9957071937), (47, 1, 0.9948038019), (48, 1, 0.996491761), (49, 1, 0.9948038019)]",,48.9121389099562,48.89529798022001,
"[(0, 1, 0.9943652802), (1, 1, 0.9943652802), (2, 1, 0.9948038019), (3, 1, 0.9943652802), (4, 1, 0.996491761), (5, 1, 0.9957071937), (6, 1, 0.9943652802), (7, 1, 0.9957071937), (8, 1, 0.9948038019), (9, 1, 0.9943652802), (10, 1, 0.9948038019), (11, 1, 0.996125417), (12, 1, 0.996491761), (13, 1, 0.9943652802), (14, 1, 0.9943652802), (15, 1, 0.9948038019), (16, 1, 0.996125417), (17, 1, 0.9957071937), (18, 1, 0.9943652802), (19, 1, 0.9948038019), (20, 1, 0.996125417), (21, 1, 0.9948038019), (22, 1, 0.996125417), (23, 1, 0.9948038019), (24, 1, 0.996491761), (25, 1, 0.9957071937), (26, 1, 0.9948038019), (27, 1, 0.996491761), (28, 1, 0.9948038019), (29, 1, 0.9948038019), (30, 1, 0.9963515927), (31, 1, 0.9948038019), (32, 1, 0.996491761), (33, 1, 0.996491761), (34, 1, 0.9943652802), (35, 1, 0.996125417), (36, 1, 0.996491761), (37, 1, 0.9963515927), (38, 1, 0.9943652802), (39, 1, 0.996125417), (40, 1, 0.996125417), (41, 1, 0.9943652802), (42, 1, 0.9963515927), (43, 1, 0.9948038019), (44, 1, 0.996491761), (45, 1, 0.996125417), (46, 1, 0.9943652802), (47, 1, 0.996491761), (48, 1, 0.9943652802), (49, 1, 0.9943652802)]",,48.86865895806139,48.851425835008,
"[(0, 1, 0.9948038019), (1, 1, 0.9943652802), (2, 1, 0.996125417), (3, 1, 0.9948038019), (4, 1, 0.996125417), (5, 1, 0.9948038019), (6, 1, 0.9948038019), (7, 1, 0.996125417), (8, 1, 0.9943652802), (9, 1, 0.9943652802), (10, 1, 0.9943652802), (11, 1, 0.996491761), (12, 1, 0.9943652802), (13, 1, 0.9948038019), (14, 1, 0.996125417), (15, 1, 0.9943652802), (16, 1, 0.9943652802), (17, 1, 0.996125417), (18, 1, 0.996491761), (19, 1, 0.9948038019), (20, 1, 0.9948038019), (21, 1, 0.996491761), (22, 1, 0.9957071937), (23, 1, 0.9948038019), (24, 1, 0.9943652802), (25, 1, 0.996125417), (26, 1, 0.996491761), (27, 1, 0.9943652802), (28, 1, 0.996491761), (29, 1, 0.9948038019), (30, 1, 0.996491761), (31, 1, 0.9948038019), (32, 1, 0.9943652802), (33, 1, 0.996491761), (34, 1, 0.9963515927), (35, 1, 0.9948038019), (36, 1, 0.996125417), (37, 1, 0.9957071937), (38, 1, 0.9943652802), (39, 1, 0.9957071937), (40, 1, 0.9948038019), (41, 1, 0.9948038019), (42, 1, 0.9957071937), (43, 1, 0.9957071937), (44, 1, 0.996125417), (45, 1, 0.9943652802), (46, 1, 0.9948038019), (47, 1, 0.9943652802), (48, 1, 0.9963515927), (49, 1, 0.9948038019)]",,48.85123629517891,48.83380480368845,
"[(0, 1, 0.9948038019), (1, 1, 0.996125417), (2, 1, 0.9963515927), (3, 1, 0.996125417), (4, 1, 0.9948038019), (5, 1, 0.9943652802), (6, 1, 0.996491761), (7, 1, 0.9943652802), (8, 1, 0.9943652802), (9, 1, 0.996491761), (10, 1, 0.9948038019), (11, 1, 0.9963515927), (12, 1, 0.996491761), (13, 1, 0.996491761), (14, 1, 0.9943652802), (15, 1, 0.996491761), (16, 1, 0.9948038019), (17, 1, 0.9943652802), (18, 1, 0.996125417), (19, 1, 0.9943652802), (20, 1, 0.996125417), (21, 1, 0.996125417), (22, 1, 0.9943652802), (23, 1, 0.996125417), (24, 1, 0.996491761), (25, 1, 0.9943652802), (26, 1, 0.9943652802), (27, 1, 0.9943652802), (28, 1, 0.9943652802), (29, 1, 0.9948038019), (30, 1, 0.9943652802), (31, 1, 0.9948038019), (32, 1, 0.9943652802), (33, 1, 0.996491761), (34, 1, 0.9963515927), (35, 1, 0.996491761), (36, 1, 0.996125417), (37, 1, 0.996491761), (38, 1, 0.9957071937), (39, 1, 0.9943652802), (40, 1, 0.9957071937), (41, 1, 0.996125417), (42, 1, 0.9957071937), (43, 1, 0.9948038019), (44, 1, 0.996125417), (45, 1, 0.996491761), (46, 1, 0.996125417), (47, 1, 0.996491761), (48, 1, 0.996125417), (49, 1, 0.996125417)]",,48.90641096518672,48.88953375248077,
"[(0, 1, 0.996491761), (1, 1, 0.9963515927), (2, 1, 0.9948038019), (3, 1, 0.996491761), (4, 1, 0.996125417), (5, 1, 0.9957071937), (6, 1, 0.9943652802), (7, 1, 0.996125417), (8, 1, 0.996491761), (9, 1, 0.996125417), (10, 1, 0.9963515927), (11, 1, 0.9948038019), (12, 1, 0.996491761), (13, 1, 0.9963515927), (14, 1, 0.996491761), (15, 1, 0.996491761), (16, 1, 0.996491761), (17, 1, 0.9957071937), (18, 1, 0.9957071937), (19, 1, 0.996125417), (20, 1, 0.996491761), (21, 1, 0.9943652802), (22, 1, 0.996491761), (23, 1, 0.9948038019), (24, 1, 0.9943652802), (25, 1, 0.996125417), (26, 1, 0.9943652802), (27, 1, 0.9963515927), (28, 1, 0.996491761), (29, 1, 0.9948038019), (30, 1, 0.9943652802), (31, 1, 0.9948038019), (32, 1, 0.9948038019), (33, 1, 0.9943652802), (34, 1, 0.996491761), (35, 1, 0.9948038019), (36, 1, 0.9948038019), (37, 1, 0.9948038019), (38, 1, 0.9943652802), (39, 1, 0.9948038019), (40, 1, 0.996125417), (41, 1, 0.9948038019), (42, 1, 0.996491761), (43, 1, 0.9948038019), (44, 1, 0.996491761), (45, 1, 0.9957071937), (46, 1, 0.9957071937), (47, 1, 0.9943652802), (48, 1, 0.9943652802), (49, 1, 0.9943652802)]",,48.90911662809708,48.892235153051445,
"[(0, 1, 0.9948038019), (1, 1, 0.9963515927), (2, 1, 0.996491761), (3, 1, 0.9957071937), (4, 1, 0.9948038019), (5, 1, 0.996491761), (6, 1, 0.9948038019), (7, 1, 0.9943652802), (8, 1, 0.9943652802), (9, 1, 0.996491761), (10, 1, 0.996491761), (11, 1, 0.9948038019), (12, 1, 0.9943652802), (13, 1, 0.996125417), (14, 1, 0.9943652802), (15, 1, 0.9943652802), (16, 1, 0.9957071937), (17, 1, 0.9948038019), (18, 1, 0.996491761), (19, 1, 0.9943652802), (20, 1, 0.9957071937), (21, 1, 0.9957071937), (22, 1, 0.9948038019), (23, 1, 0.9943652802), (24, 1, 0.9948038019), (25, 1, 0.996491761), (26, 1, 0.9963515927), (27, 1, 0.9948038019), (28, 1, 0.9943652802), (29, 1, 0.9943652802), (30, 1, 0.9948038019), (31, 1, 0.9943652802), (32, 1, 0.9948038019), (33, 1, 0.9963515927), (34, 1, 0.9943652802), (35, 1, 0.9943652802), (36, 1, 0.9948038019), (37, 1, 0.9963515927), (38, 1, 0.9943652802), (39, 1, 0.9948038019), (40, 1, 0.9957071937), (41, 1, 0.9948038019), (42, 1, 0.996491761), (43, 1, 0.996125417), (44, 1, 0.9957071937), (45, 1, 0.996125417), (46, 1, 0.9963515927), (47, 1, 0.9943652802), (48, 1, 0.996491761), (49, 1, 0.996491761)]",,48.86035894951357,48.8430440463311,
"[(0, 1, 0.996125417), (1, 1, 0.9957071937), (2, 1, 0.996491761), (3, 1, 0.996491761), (4, 1, 0.996125417), (5, 1, 0.9948038019), (6, 1, 0.9943652802), (7, 1, 0.996491761), (8, 1, 0.996491761), (9, 1, 0.9943652802), (10, 1, 0.9943652802), (11, 1, 0.996125417), (12, 1, 0.9948038019), (13, 1, 0.996125417), (14, 1, 0.996491761), (15, 1, 0.9943652802), (16, 1, 0.9948038019), (17, 1, 0.9948038019), (18, 1, 0.996491761), (19, 1, 0.996491761), (20, 1, 0.9957071937), (21, 1, 0.9957071937), (22, 1, 0.996491761), (23, 1, 0.996125417), (24, 1, 0.996125417), (25, 1, 0.9943652802), (26, 1, 0.9948038019), (27, 1, 0.9943652802), (28, 1, 0.9948038019), (29, 1, 0.9943652802), (30, 1, 0.9948038019), (31, 1, 0.9943652802), (32, 1, 0.9957071937), (33, 1, 0.996491761), (34, 1, 0.9943652802), (35, 1, 0.9963515927), (36, 1, 0.9963515927), (37, 1, 0.9963515927), (38, 1, 0.9943652802), (39, 1, 0.9963515927), (40, 1, 0.9948038019), (41, 1, 0.9948038019), (42, 1, 0.996491761), (43, 1, 0.996491761), (44, 1, 0.9948038019), (45, 1, 0.9943652802), (46, 1, 0.996125417), (47, 1, 0.9957071937), (48, 1, 0.9943652802), (49, 1, 0.9948038019)]",,48.89485166837409,48.87784348271602,
"[(0, 1, 0.9957071937), (1, 1, 0.996125417), (2, 1, 0.9943652802), (3, 1, 0.9943652802), (4, 1, 0.9943652802), (5, 1, 0.9943652802), (6, 1, 0.996491761), (7, 1, 0.9963515927), (8, 1, 0.996491761), (9, 1, 0.996125417), (10, 1, 0.9943652802), (11, 1, 0.9948038019), (12, 1, 0.9948038019), (13, 1, 0.9943652802), (14, 1, 0.996125417), (15, 1, 0.9948038019), (16, 1, 0.9943652802), (17, 1, 0.996125417), (18, 1, 0.9948038019), (19, 1, 0.9948038019), (20, 1, 0.996491761), (21, 1, 0.9963515927), (22, 1, 0.996491761), (23, 1, 0.9948038019), (24, 1, 0.9948038019), (25, 1, 0.996125417), (26, 1, 0.996125417), (27, 1, 0.9943652802), (28, 1, 0.996491761), (29, 1, 0.9963515927), (30, 1, 0.9943652802), (31, 1, 0.9943652802), (32, 1, 0.9948038019), (33, 1, 0.9943652802), (34, 1, 0.996491761), (35, 1, 0.9943652802), (36, 1, 0.9948038019), (37, 1, 0.996125417), (38, 1, 0.9943652802), (39, 1, 0.996491761), (40, 1, 0.9948038019), (41, 1, 0.9943652802), (42, 1, 0.9948038019), (43, 1, 0.9957071937), (44, 1, 0.9943652802), (45, 1, 0.996491761), (46, 1, 0.9943652802), (47, 1, 0.996125417), (48, 1, 0.9943652802), (49, 1, 0.9948038019)]",,48.84524555312566,48.82782931304597,
"[(0, 1, 0.9943652802), (1, 1, 0.9943652802), (2, 1, 0.9957071937), (3, 1, 0.9943652802), (4, 1, 0.9963515927), (5, 1, 0.996125417), (6, 1, 0.996491761), (7, 1, 0.996125417), (8, 1, 0.9943652802), (9, 1, 0.9943652802), (10, 1, 0.9957071937), (11, 1, 0.996491761), (12, 1, 0.9957071937), (13, 1, 0.9948038019), (14, 1, 0.9948038019), (15, 1, 0.9943652802), (16, 1, 0.9948038019), (17, 1, 0.996491761), (18, 1, 0.9948038019), (19, 1, 0.9948038019), (20, 1, 0.9943652802), (21, 1, 0.996125417), (22, 1, 0.996125417), (23, 1, 0.9948038019), (24, 1, 0.9963515927), (25, 1, 0.9957071937), (26, 1, 0.996491761), (27, 1, 0.996125417), (28, 1, 0.9943652802), (29, 1, 0.9943652802), (30, 1, 0.9948038019), (31, 1, 0.9943652802), (32, 1, 0.9943652802), (33, 1, 0.9948038019), (34, 1, 0.9943652802), (35, 1, 0.996491761), (36, 1, 0.996125417), (37, 1, 0.996491761), (38, 1, 0.9943652802), (39, 1, 0.9948038019), (40, 1, 0.9948038019), (41, 1, 0.9948038019), (42, 1, 0.996491761), (43, 1, 0.996491761), (44, 1, 0.996125417), (45, 1, 0.9948038019), (46, 1, 0.996125417), (47, 1, 0.9943652802), (48, 1, 0.9943652802), (49, 1, 0.9943652802)]",,48.84864431313992,48.83123208501772,
"[(0, 1, 0.996491761), (1, 1, 0.9943652802), (2, 1, 0.996125417), (3, 1, 0.9943652802), (4, 1, 0.9943652802), (5, 1, 0.9948038019), (6, 1, 0.9943652802), (7, 1, 0.9948038019), (8, 1, 0.9948038019), (9, 1, 0.996491761), (10, 1, 0.9948038019), (11, 1, 0.996491761), (12, 1, 0.996491761), (13, 1, 0.996491761), (14, 1, 0.9963515927), (15, 1, 0.9943652802), (16, 1, 0.9948038019), (17, 1, 0.9943652802), (18, 1, 0.9963515927), (19, 1, 0.9963515927), (20, 1, 0.9948038019), (21, 1, 0.9948038019), (22, 1, 0.9948038019), (23, 1, 0.9948038019), (24, 1, 0.9943652802), (25, 1, 0.9948038019), (26, 1, 0.9943652802), (27, 1, 0.996125417), (28, 1, 0.9948038019), (29, 1, 0.9943652802), (30, 1, 0.9963515927), (31, 1, 0.996491761), (32, 1, 0.9948038019), (33, 1, 0.9943652802), (34, 1, 0.996491761), (35, 1, 0.996491761), (36, 1, 0.9963515927), (37, 1, 0.9948038019), (38, 1, 0.9963515927), (39, 1, 0.996125417), (40, 1, 0.9963515927), (41, 1, 0.9943652802), (42, 1, 0.9948038019), (43, 1, 0.996491761), (44, 1, 0.9963515927), (45, 1, 0.996491761), (46, 1, 0.9943652802), (47, 1, 0.996125417), (48, 1, 0.9943652802), (49, 1, 0.9943652802)]",,48.87121335279873,48.85403302293484,
"[(0, 1, 0.9957071937), (1, 1, 0.996125417), (2, 1, 0.9957071937), (3, 1, 0.9948038019), (4, 1, 0.996491761), (5, 1, 0.996491761), (6, 1, 0.996491761), (7, 1, 0.9943652802), (8, 1, 0.9943652802), (9, 1, 0.9948038019), (10, 1, 0.9948038019), (11, 1, 0.9963515927), (12, 1, 0.9943652802), (13, 1, 0.9948038019), (14, 1, 0.9948038019), (15, 1, 0.9957071937), (16, 1, 0.996491761), (17, 1, 0.996125417), (18, 1, 0.9948038019), (19, 1, 0.9948038019), (20, 1, 0.996491761), (21, 1, 0.996125417), (22, 1, 0.9963515927), (23, 1, 0.9948038019), (24, 1, 0.9948038019), (25, 1, 0.9963515927), (26, 1, 0.9943652802), (27, 1, 0.9943652802), (28, 1, 0.9948038019), (29, 1, 0.996491761), (30, 1, 0.996125417), (31, 1, 0.9943652802), (32, 1, 0.9948038019), (33, 1, 0.996491761), (34, 1, 0.996491761), (35, 1, 0.9948038019), (36, 1, 0.9963515927), (37, 1, 0.9943652802), (38, 1, 0.9963515927), (39, 1, 0.996125417), (40, 1, 0.9948038019), (41, 1, 0.9943652802), (42, 1, 0.9943652802), (43, 1, 0.996491761), (44, 1, 0.996125417), (45, 1, 0.9963515927), (46, 1, 0.9943652802), (47, 1, 0.996491761), (48, 1, 0.9943652802), (49, 1, 0.9948038019)]",,48.8886119402157,48.87156052690118,
"[(0, 1, 0.9943652802), (1, 1, 0.996125417), (2, 1, 0.996125417), (3, 1, 0.996491761), (4, 1, 0.996491761), (5, 1, 0.9943652802), (6, 1, 0.9948038019), (7, 1, 0.9943652802), (8, 1, 0.9957071937), (9, 1, 0.996125417), (10, 1, 0.996491761), (11, 1, 0.9948038019), (12, 1, 0.9963515927), (13, 1, 0.9943652802), (14, 1, 0.9943652802), (15, 1, 0.996125417), (16, 1, 0.9948038019), (17, 1, 0.9943652802), (18, 1, 0.9943652802), (19, 1, 0.9948038019), (20, 1, 0.9948038019), (21, 1, 0.9948038019), (22, 1, 0.9943652802), (23, 1, 0.996491761), (24, 1, 0.9957071937), (25, 1, 0.9948038019), (26, 1, 0.996491761), (27, 1, 0.996491761), (28, 1, 0.9963515927), (29, 1, 0.996491761), (30, 1, 0.9948038019), (31, 1, 0.996491761), (32, 1, 0.996491761), (33, 1, 0.996491761), (34, 1, 0.9943652802), (35, 1, 0.9943652802), (36, 1, 0.9943652802), (37, 1, 0.996491761), (38, 1, 0.996491761), (39, 1, 0.996125417), (40, 1, 0.996491761), (41, 1, 0.9963515927), (42, 1, 0.996125417), (43, 1, 0.996125417), (44, 1, 0.996125417), (45, 1, 0.996491761), (46, 1, 0.9943652802), (47, 1, 0.996125417), (48, 1, 0.9943652802), (49, 1, 0.996125417)]",,48.91592439147357,48.89914759397411,
"[(0, 1, 0.9963515927), (1, 1, 0.9963515927), (2, 1, 0.9963515927), (3, 1, 0.9948038019), (4, 1, 0.9943652802), (5, 1, 0.9963515927), (6, 1, 0.9948038019), (7, 1, 0.996491761), (8, 1, 0.9957071937), (9, 1, 0.9943652802), (10, 1, 0.996491761), (11, 1, 0.9948038019), (12, 1, 0.9943652802), (13, 1, 0.996491761), (14, 1, 0.996491761), (15, 1, 0.9963515927), (16, 1, 0.9948038019), (17, 1, 0.9943652802), (18, 1, 0.9948038019), (19, 1, 0.996125417), (20, 1, 0.9963515927), (21, 1, 0.9948038019), (22, 1, 0.9948038019), (23, 1, 0.996125417), (24, 1, 0.996125417), (25, 1, 0.996125417), (26, 1, 0.9963515927), (27, 1, 0.9943652802), (28, 1, 0.9948038019), (29, 1, 0.9957071937), (30, 1, 0.996125417), (31, 1, 0.9943652802), (32, 1, 0.9943652802), (33, 1, 0.9948038019), (34, 1, 0.996125417), (35, 1, 0.996491761), (36, 1, 0.996125417), (37, 1, 0.996125417), (38, 1, 0.9943652802), (39, 1, 0.9957071937), (40, 1, 0.9943652802), (41, 1, 0.9963515927), (42, 1, 0.996491761), (43, 1, 0.996125417), (44, 1, 0.9943652802), (45, 1, 0.9963515927), (46, 1, 0.9948038019), (47, 1, 0.996491761), (48, 1, 0.9948038019), (49, 1, 0.996491761)]",,48.91620902664537,48.89938720349591,
"[(0, 1, 0.996125417), (1, 1, 0.9943652802), (2, 1, 0.9948038019), (3, 1, 0.996125417), (4, 1, 0.9943652802), (5, 1, 0.9943652802), (6, 1, 0.9963515927), (7, 1, 0.996125417), (8, 1, 0.9948038019), (9, 1, 0.996491761), (10, 1, 0.996491761), (11, 1, 0.9957071937), (12, 1, 0.9943652802), (13, 1, 0.996125417), (14, 1, 0.996125417), (15, 1, 0.9963515927), (16, 1, 0.9943652802), (17, 1, 0.996491761), (18, 1, 0.9957071937), (19, 1, 0.9943652802), (20, 1, 0.9948038019), (21, 1, 0.996125417), (22, 1, 0.9948038019), (23, 1, 0.9948038019), (24, 1, 0.996491761), (25, 1, 0.996125417), (26, 1, 0.9948038019), (27, 1, 0.9948038019), (28, 1, 0.9948038019), (29, 1, 0.996491761), (30, 1, 0.996125417), (31, 1, 0.9957071937), (32, 1, 0.9957071937), (33, 1, 0.9943652802), (34, 1, 0.9948038019), (35, 1, 0.9943652802), (36, 1, 0.9943652802), (37, 1, 0.9948038019), (38, 1, 0.9943652802), (39, 1, 0.996125417), (40, 1, 0.996125417), (41, 1, 0.9948038019), (42, 1, 0.9948038019), (43, 1, 0.9948038019), (44, 1, 0.996125417), (45, 1, 0.996125417), (46, 1, 0.9943652802), (47, 1, 0.996491761), (48, 1, 0.996125417), (49, 1, 0.9943652802)]",,48.87291841284362,48.85568247399666,
"[(0, 1, 0.996491761), (1, 1, 0.9943652802), (2, 1, 0.9943652802), (3, 1, 0.996491761), (4, 1, 0.9943652802), (5, 1, 0.9963515927), (6, 1, 0.996491761), (7, 1, 0.9943652802), (8, 1, 0.9948038019), (9, 1, 0.9943652802), (10, 1, 0.996125417), (11, 1, 0.9943652802), (12, 1, 0.996491761), (13, 1, 0.996491761), (14, 1, 0.9943652802), (15, 1, 0.9948038019), (16, 1, 0.9943652802), (17, 1, 0.9963515927), (18, 1, 0.9943652802), (19, 1, 0.9943652802), (20, 1, 0.9948038019), (21, 1, 0.9943652802), (22, 1, 0.9957071937), (23, 1, 0.9948038019), (24, 1, 0.9948038019), (25, 1, 0.9943652802), (26, 1, 0.996491761), (27, 1, 0.996491761), (28, 1, 0.9948038019), (29, 1, 0.9943652802), (30, 1, 0.9948038019), (31, 1, 0.9943652802), (32, 1, 0.9943652802), (33, 1, 0.996491761), (34, 1, 0.9948038019), (35, 1, 0.9957071937), (36, 1, 0.9948038019), (37, 1, 0.9948038019), (38, 1, 0.996125417), (39, 1, 0.9948038019), (40, 1, 0.996491761), (41, 1, 0.9948038019), (42, 1, 0.9948038019), (43, 1, 0.9963515927), (44, 1, 0.996491761), (45, 1, 0.9957071937), (46, 1, 0.9948038019), (47, 1, 0.9943652802), (48, 1, 0.9943652802), (49, 1, 0.996125417)]",,48.83391146629516,48.81640192507883,
"[(0, 1, 0.9948038019), (1, 1, 0.996491761), (2, 1, 0.996491761), (3, 1, 0.9943652802), (4, 1, 0.9943652802), (5, 1, 0.996491761), (6, 1, 0.996125417), (7, 1, 0.996491761), (8, 1, 0.996491761), (9, 1, 0.9943652802), (10, 1, 0.996491761), (11, 1, 0.9948038019), (12, 1, 0.9948038019), (13, 1, 0.9957071937), (14, 1, 0.9948038019), (15, 1, 0.9943652802), (16, 1, 0.9943652802), (17, 1, 0.9943652802), (18, 1, 0.9943652802), (19, 1, 0.9957071937), (20, 1, 0.996491761), (21, 1, 0.9943652802), (22, 1, 0.9948038019), (23, 1, 0.9957071937), (24, 1, 0.9943652802), (25, 1, 0.9963515927), (26, 1, 0.9948038019), (27, 1, 0.996125417), (28, 1, 0.9948038019), (29, 1, 0.9943652802), (30, 1, 0.9963515927), (31, 1, 0.996125417), (32, 1, 0.9943652802), (33, 1, 0.9943652802), (34, 1, 0.996491761), (35, 1, 0.9957071937), (36, 1, 0.9963515927), (37, 1, 0.9943652802), (38, 1, 0.9943652802), (39, 1, 0.9948038019), (40, 1, 0.9943652802), (41, 1, 0.996491761), (42, 1, 0.9948038019), (43, 1, 0.996491761), (44, 1, 0.996491761), (45, 1, 0.9963515927), (46, 1, 0.9948038019), (47, 1, 0.996491761), (48, 1, 0.9963515927), (49, 1, 0.9948038019)]",,48.87406611736642,48.85692451686386,
"[(0, 1, 0.9948038019), (1, 1, 0.9963515927), (2, 1, 0.9943652802), (3, 1, 0.9963515927), (4, 1, 0.9963515927), (5, 1, 0.996125417), (6, 1, 0.9948038019), (7, 1, 0.9943652802), (8, 1, 0.9943652802), (9, 1, 0.996125417), (10, 1, 0.9943652802), (11, 1, 0.9948038019), (12, 1, 0.996125417), (13, 1, 0.9948038019), (14, 1, 0.9943652802), (15, 1, 0.996125417), (16, 1, 0.9948038019), (17, 1, 0.9948038019), (18, 1, 0.996491761), (19, 1, 0.9948038019), (20, 1, 0.9948038019), (21, 1, 0.996491761), (22, 1, 0.9948038019), (23, 1, 0.9943652802), (24, 1, 0.9948038019), (25, 1, 0.996125417), (26, 1, 0.9943652802), (27, 1, 0.9943652802), (28, 1, 0.996125417), (29, 1, 0.9943652802), (30, 1, 0.9957071937), (31, 1, 0.9943652802), (32, 1, 0.9943652802), (33, 1, 0.996491761), (34, 1, 0.996491761), (35, 1, 0.9943652802), (36, 1, 0.9943652802), (37, 1, 0.996125417), (38, 1, 0.9948038019), (39, 1, 0.996491761), (40, 1, 0.996491761), (41, 1, 0.9943652802), (42, 1, 0.996491761), (43, 1, 0.996491761), (44, 1, 0.9943652802), (45, 1, 0.9963515927), (46, 1, 0.9948038019), (47, 1, 0.996125417), (48, 1, 0.996491761), (49, 1, 0.9948038019)]",,48.86086328627051,48.84357833380645,
